feature 44032;cg18564849;null
feature 83971;cg04943612;FGD5
feature 321030;cg25054821;null
feature 370694;cg09851343;LMF1
feature 471043;cg03841667;PMM1
feature 375306;cg26952618;TVP23A
feature 226833;cg14219543;null
feature 411668;cg25753722;null
feature 442386;cg25261059;ETHE1
feature 164376;cg10158997;VWA7
feature 170009;cg00222995;ZBTB9
feature 303647;cg10508193;null
feature 281624;cg17696468;ELP4
feature 292903;cg01117339;null
feature 92706;cg24701267;null
feature 192033;cg13369099;null
feature 367651;cg03146103;ST8SIA2
feature 48166;cg00027081;TSSC1
feature 145957;cg05016408;ZNF300P1
feature 381474;cg00078334;MMP2
feature 406561;cg03708990;OSBPL7
feature 214571;cg12616484;CHPF2
feature 199210;cg26127197;null
feature 198185;cg19113326;POU6F2
feature 383535;cg03934313;PARD6A
feature 205864;cg13821173;TRRAP
feature 413227;cg27494087;GALR2
feature 58413;cg19384717;null
feature 272939;cg00228708;null
feature 251443;cg24107750;PRKCQ
feature 367668;cg06373817;null
feature 296501;cg21560076;EXPH5
feature 376368;cg09633240;null
feature 419888;cg12995090;LOC100192426
feature 2616;cg00157179;null
feature 449085;cg01300464;null
feature 157246;cg02805890;null
feature 437818;cg16740744;CCNE1
feature 362552;cg03180768;CORO2B
feature 40509;cg26572354;KCNH1
feature 308794;cg13591723;SLC38A2
feature 291899;cg14791525;SHANK2
feature 27712;cg27449150;null
feature 375876;cg08296903;ERCC4
feature 46657;cg00938877;OR2L2
feature 415301;cg07097310;CBX4
feature 92741;ch.3.72725365F;null
feature 48198;cg01386059;TRAPPC12
feature 341065;cg16582779;FOXG1
feature 42573;cg01393234;null
feature 170579;cg15653828;SPDEF
feature 227410;cg21910355;null
feature 52305;cg10208934;ZNF512
feature 323665;cg20055426;null
feature 323154;cg07821676;NCOR2
feature 254555;cg13324103;SVIL
feature 382559;cg04946709;APOOP5
feature 184926;cg19643109;null
feature 158303;cg14268557;TRIM27
feature 107100;cg06659629;PDE6B
feature 430681;cg18342621;PNPLA6
feature 3167;cg15211996;ACTRT2
feature 136291;cg11430245;SV2C
feature 256609;cg27382409;NPY4R
feature 213601;cg16966315;null
feature 352358;cg00845775;XRCC3
feature 324706;cg15922513;ADGRD1
feature 343650;cg06744740;PELI2
feature 162923;cg15340334;HLA-B
feature 82026;cg09881545;null
feature 437867;cg05901613;null
feature 17006;cg20285609;SCMH1
feature 374891;cg09790780;RBFOX1
feature 144492;cg04797496;PCDH12
feature 215155;cg22620221;DPP6
feature 184946;cg15363979;SLC22A3
feature 413815;cg04308797;SEC14L1
feature 482418;cg04455030;ZNF280C
feature 271474;cg14071867;LRRC27
feature 149109;cg08973416;null
feature 248955;cg13649658;EHMT1
feature 343677;cg18830993;PELI2
feature 98936;cg03290530;null
feature 96379;cg05121182;KALRN
feature 17018;cg14498674;SCMH1
feature 255619;cg05430359;null
feature 34434;cg17940268;MIR921
feature 63107;cg07338715;null
feature 252544;cg24951100;FRMD4A
feature 374913;cg04736751;null
feature 352387;cg03509898;ZFYVE21
feature 44678;cg00851028;null
feature 34440;cg25194322;FAM78B
feature 74890;cg05386769;TNS1
feature 166542;cg16602460;PBX2
feature 473739;cg06530441;CPT1B
feature 36493;cg25305993;null
feature 174223;cg22887663;MIR206
feature 248973;cg09879186;EHMT1
feature 202387;cg14155637;null
feature 267412;cg17138769;VAX1
feature 4753;cg00947686;null
feature 456339;cg16970323;TOX2
feature 143509;cg07240873;PCDHA6
feature 22681;cg09867656;ST6GALNAC3
feature 460445;cg12983285;PTK6
feature 208543;cg00866870;LAMB1
feature 436378;cg23259813;ELL
feature 30366;cg25082710;IVL
feature 98468;cg11941060;null
feature 111271;cg24689061;SORCS2
feature 312492;cg00026033;IKZF4
feature 392367;cg02089963;MYO1C
feature 407725;cg05817750;null
feature 234668;cg27627524;ASAP1
feature 344746;cg10018167;SYNE2
feature 219315;cg24890716;DLGAP2
feature 35506;cg25883402;SNORD76
feature 243383;cg13422870;STX17
feature 84150;cg21634628;BTD
feature 112827;cg15686385;null
feature 213692;cg11069470;null
feature 415941;cg02082642;RPTOR
feature 414915;cg03214622;RBFOX3
feature 208581;cg03530687;LAMB4
feature 463553;cg11453546;SLC37A1
feature 65737;cg05903289;null
feature 337103;cg15929495;TUBGCP3
feature 74958;cg24541021;null
feature 209619;cg18358894;null
feature 17617;cg03971454;TIE1
feature 362198;cg27130493;SMAD3
feature 28884;cg26329816;null
feature 324304;cg20643945;RIMBP2
feature 373468;cg14134732;CCDC64B
feature 373465;cg27219841;CCDC64B
feature 81629;cg25946059;null
feature 13021;cg05590948;AHDC1
feature 130270;cg23331303;null
feature 39135;cg10507231;PIK3C2B
feature 485080;cg09889532;CLIC2
feature 444646;cg19477346;null
feature 313061;cg16377117;LRP1
feature 92384;cg11871739;null
feature 414434;cg24677192;DNAH17
feature 188135;cg10482051;null
feature 39653;cg02912371;SLC26A9
feature 300771;cg01681098;FLI1
feature 277742;cg07309576;OR51I1
feature 471786;cg22071805;PNPLA3
feature 61168;cg02582940;FER1L5
feature 362743;cg25694156;RPLP1
feature 308977;cg24698875;RAPGEF3
feature 263411;cg11106262;SLIT1
feature 323837;cg27137084;TMEM132C
feature 53497;cg14407177;CYP1B1
feature 324349;cg10612692;RIMBP2
feature 61690;cg11636504;KIAA1211L
feature 233725;cg00415665;ZHX2
feature 123646;cg19037167;TLR2
feature 240387;cg01746241;KIAA1161
feature 324356;cg05486606;RIMBP2
feature 197895;cg17592875;ELMO1
